COUNTRY,INDEX_TYPE,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Turkey,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01E-05,5.73E-05,6.40E-05,7.19E-05,9.11E-05,9.63E-05,9.93E-05,1.03E-04,1.10E-04,1.11E-04,1.16E-04,1.26E-04,1.43E-04,1.52E-04,1.60E-04,1.72E-04,2.05E-04,2.37E-04,2.70E-04,3.34E-04,4.05E-04,4.76E-04,5.99E-04,9.70E-04,0.001586286,0.003081533,0.004240644,0.005476263,0.007195276,0.010677238,0.015477908,0.020834824,0.028930371,0.048837256,0.079737834,0.127822833,0.212158508,0.360830925,0.59931795,1.22989025,2.32588625,4.196181417,7.79102325,14.38545,23.71693,36.74117,56.72843583,82.23587833,100.0008333,108.5991667,117.4816667,128.7566667,140.0308333,154.6558333,164.3233333,178.4,189.9458333,206.835,222.3333333,242.02,260.585,280.8458333,312.1441667,363.125,418.2358333,469.5908333,561.6141667,967.7108333,1488.914167,2360.025,
Australia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.025,4.375,5.225,6.125,6.4,6.5,6.6,6.975,7.175,7.225,7.375,7.65,7.825,7.8,7.85,8.075,8.35,8.625,8.925,9.15,9.45,9.775,10.375,11,12,13.85,15.95,18.075,20.3,21.925,23.925,26.35,28.85,32.125,35.35,36.75,39.225,42.775,46.425,49.775,53.525,57.45,59.275,59.875,60.925,62.125,65,66.7,66.85,67.425,68.425,71.475,74.625,76.85,78.95,80.8,82.975,85.925,87.925,91.75,93.375,96.1,99.275,101.025,103.5,106.075,107.675,109.05,111.175,113.3,115.125,116.1,119.425,127.3,134.425,138.675,
New Zealand,Consumer price index (CPI),,,,,,,,,,,,,,,,0.34812475,0.3757945,0.412473,0.46330825,0.99675625,1.132853,1.170175,1.0424435,1.0150955,1.036974,1.56463075,2.0958265,2.07877375,2.0803825,2.07447875,2.033343,1.8754985,1.72904,1.65037675,1.67314775,1.735768,1.7849325,1.91017275,1.96606525,2.0561135,2.14150525,2.22120325,2.29365625,2.34954875,2.390433,2.42303675,2.4416675,2.52188325,2.71905925,2.76409175,2.92168775,3.24373125,3.495199,3.65347975,3.82203875,3.91796675,4.054554,4.14273925,4.326948,4.49254,4.52389475,4.605221,4.72868025,4.82176425,4.989316,5.1588275,5.300978,5.622054,5.86447275,6.15331225,6.55433475,7.23517075,7.736771,8.3686075,9.29830975,10.663765,12.4666725,14.2598225,15.964815,18.15193,21.265085,24.5335625,28.4990925,30.5912325,32.479095,37.48661,42.439865,49.121725,52.2533575,55.240155,58.608945,60.13418,60.7442775,61.52679,62.600665,64.951285,66.435885,67.2245775,68.0751325,67.997345,69.775635,71.607815,73.5248225,74.814135,76.527565,78.851725,81.5054025,83.4420875,86.7455175,88.58075,90.6199,94.269985,95.269165,96.34992,97.5326225,97.818105,98.450245,100.27235,101.875,103.525,105.3,109.45,117.3,124.025,127.65,
South Africa,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.817072008,0.84536265,0.85567195,0.866700508,0.884921592,0.89595015,0.9079377,0.930953817,0.9688345,1.002639433,1.0381225,1.058741,1.093025333,1.147588333,1.215955,1.294088333,1.416172417,1.582206333,1.794632167,1.992408,2.2146005,2.46120975,2.788394667,3.169296083,3.652747917,4.187475167,4.702668833,5.244721083,6.09930775,7.237128917,8.406692,9.481029667,10.87766833,12.43545833,14.34240833,16.332375,17.91946167,19.52120417,21.2157275,22.7759575,24.73418333,26.43603,27.80581,29.29035083,30.96045583,33.9000625,35.82539083,35.577465,36.31137583,37.48928333,39.80530083,43.75,46.91666667,48.825,51.26666667,54.20833333,57.34166667,60.85833333,63.60833333,67.80833333,71.325,74.54166667,77.6,80.10833333,83.80833333,89.70833333,95.15833333,99.30833333,
Argentina,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8871083,151.581675,232.7510917,330.5416833,490.5548583,845.8674583,1975.006925,6317.72975,
Bolivia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.945,53.12666667,57.75166667,65.84083333,68.04416667,69.7475,76.64166667,80.1025,84.6975,89.58166667,93.21833333,96.59583333,99.3225,101.5791667,103.4477612,104.4209379,105.1909209,107.0279002,109.7858893,115.3847124,
Brazil,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11E-08,2.24E-08,4.50E-08,1.06E-07,3.09E-07,1.01E-06,2.49E-06,8.17E-06,5.96E-05,9.12E-04,0.027803296,0.14813225,1.558295058,31.59257467,687.4191667,1141.164167,1320.985,1412.485833,1457.615833,1528.433333,1636.098333,1748.013333,1895.723333,2174.6775,2318.145,2477.390833,2581.034167,2675.016667,2826.92,2965.100833,3114.504167,3321.196667,3500.6575,3717.849167,3953.153333,4310.119167,4686.786667,4848.310833,5025.994167,5213.613333,5381.0625,5827.78,6368.604167,6661.15,6952.073333,
Chile,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57E-04,7.88E-04,0.001401799,0.0063475,0.038385782,0.182230847,0.568422298,1.091110091,1.528505845,2.038862009,2.755284284,3.297712492,3.625538979,4.613759197,5.530061262,7.227983561,8.635766204,10.35262956,11.87284605,13.89454676,17.51219781,21.3271272,24.61700857,27.75020405,30.9256931,33.4716911,35.93491228,38.13911116,40.08811491,41.42580687,43.01791371,44.55326629,45.66237449,46.94556883,47.44072192,48.88888612,50.54720561,52.77522503,57.37525546,57.57781604,58.39007267,60.34101167,62.15573646,63.26804788,66.25346162,69.13467462,71.75224722,73.31839677,75.10361894,77.02442761,79.37019951,82.96135846,92.62126846,99.64351897,103.9258376,
Colombia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11691215,0.130871767,0.14715805,0.180312242,0.2233545,0.275703217,0.330378542,0.4420558,0.520578875,0.646215775,0.817803208,1.042320958,1.299993,1.55475675,1.806030583,2.2411065,2.663386167,3.284009167,4.2070915,5.295362917,6.839068417,8.91731225,11.32593417,13.867755,17.03601583,20.595145,24.87843583,29.47348833,34.97824583,38.78167083,42.359415,45.73358,48.63835167,52.10616333,55.18252167,57.96980167,60.45869083,63.81075333,68.27551833,71.14480833,72.76122,75.24604,77.63081417,79.19662167,81.49240333,85.55873667,91.98715833,95.9557725,99.06528583,102.555375,105.146575,108.8215083,119.896525,133.9674667,142.8214917,
Costa Rica,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.471333333,0.491083333,0.520583333,0.568416667,0.6715,0.920333333,1.74975,2.320583333,2.597833333,2.989,3.34275,3.90575,4.719416667,5.498583333,6.5455,8.424666667,10.2605,11.26383333,12.78833333,15.7535,18.51216667,20.96466667,23.409,25.7605,28.58425,31.80158333,34.717,37.99691667,42.67616667,48.56475,54.13541667,59.201,67.14841667,72.41466667,76.51533333,80.24775,83.85525,88.242,92.22983333,92.9695,92.95325,94.46458333,96.56275,98.58675,99.30141667,101.0158333,109.3746662,109.9490948,109.4945,
Dominican Republic,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71410705,23.39133414,25.46920237,26.79955246,34.15595262,51.73289953,53.90061283,57.98240127,61.54458868,68.09577695,69.07782109,73.45040033,77.7081497,80.57907502,84.47181063,87.00481804,87.73282768,89.14898121,92.07267282,95.35454271,97.08103566,100.7517005,109.0566667,118.66575,124.3446333,128.4507833,
Ecuador,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015350124,0.016143922,0.017681093,0.019011616,0.021317372,0.026157286,0.029895077,0.032936791,0.037200265,0.042072807,0.046329394,0.051846895,0.059130331,0.068759402,0.102051482,0.133911528,0.1713982,0.210871593,0.273087142,0.432068335,0.758920211,1.127141566,1.676263303,2.591634176,3.756704713,4.782693896,5.879563343,7.31485055,9.557405801,13.00747955,19.80284768,38.83266659,53.46355154,60.13772639,64.90626614,66.6867956,68.13275006,70.3802781,71.98226328,78.02884246,82.05510599,84.97165409,88.7737385,93.30272768,95.84221872,99.28220696,103.2203809,105.0043022,105.4425225,105.2062224,105.4860841,105.1286209,105.2687063,108.9174983,111.3307698,113.0534189,
El Salvador,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.915,101.0933333,106.2783333,108.1166667,108.9358333,110.1791667,109.3733333,110.034002,111.1479356,112.3598149,112.444449,112.0266164,115.9104961,124.2544478,129.2812198,130.385,
Guatemala,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.97596454,44.7299458,47.78125162,53.20717642,54.19635239,56.28806554,59.78587569,62.04686245,64.74178808,66.95489656,68.55426179,71.60385836,74.77199725,77.5773393,80.44768842,83.0336316,86.57173722,92.53231234,98.27540056,101.0958333,
Haiti,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.71567933,16.54374404,17.04078333,18.63123747,21.11230761,22.59710962,29.08238467,35.19894352,40.11729483,44.66868827,47.59771588,54.87149148,55.08762262,57.74689051,61.40388261,64.48515496,67.5578881,69.88064084,74.58489426,83.16432558,92.04634934,103.5350326,122.9,150.9166667,176.3333333,236.2583333,323.2333333,410.3416667,
Honduras,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9584322,116.2090158,125.1460815,134.75,145.6833333,158.5166667,167.3583333,178.9666667,199.375,210.3333333,220.2166667,235.1083333,247.325,260.0916667,276.0333333,284.75,292.5083333,304.0166667,317.2333333,331.0833333,342.5666667,357.9166667,390.45,416.4666667,435.65,
Mexico,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011793968,0.012384069,0.013061358,0.013707071,0.015363151,0.019017125,0.021859146,0.025318295,0.032676836,0.038381327,0.045363368,0.057317365,0.073328262,0.116528448,0.235241733,0.389204642,0.613964283,1.14340605,2.650728333,5.676859667,6.81267875,8.628371583,10.58376417,12.22508333,13.4172075,14.351825,19.37485917,26.0356225,31.40563333,36.40804667,42.44654583,46.47538583,49.43481667,51.9217475,54.2825775,56.82756667,59.0938825,61.23867583,63.66792167,66.93089167,70.47645917,73.40597333,75.9071925,79.02812417,82.03624333,85.332965,87.65456833,90.12792417,95.57296417,100.2554183,103.9006667,107.43,113.5419167,122.5075,129.2796667,135.3845833,
Nicaragua,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5077455,95.50612816,106.1330327,127.1751834,131.8641344,139.0575,150.2966667,161.1083333,172.6041667,183.0225,190.3386048,197.0445634,204.6321026,214.7557383,226.3016293,234.6336331,246.1973498,271.9678714,294.7796078,308.4123936,
Panama,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.56323747,67.88397575,69.82266284,71.53882951,74.52102077,81.04808087,83.00057213,85.89836175,90.94557978,96.12784044,99.9990623,102.6255647,102.7666667,103.5268667,104.4333333,105.228675,104.855025,103.2294833,104.91285,107.9129917,109.517025,110.276225,
Peru,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7506717,72.10078872,74.70450174,76.77224515,79.39167254,82.08947457,85.00954218,87.55549335,88.87684078,90.87845559,92.69821674,96.65797292,104.7131645,111.4730417,113.7110942,
Paraguay,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9288631,56.90850323,61.53543439,67.78422523,69.54115624,72.77562863,78.78250591,81.678487,83.8706211,88.08833011,90.84461638,94.55727488,97.96367935,101.8583333,104.6666667,106.5166667,111.6166667,122.5166667,128.1916667,133.1083333,
Uruguay,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.29069322,27.97267969,30.24256351,32.62479254,34.92882676,37.26860717,40.28469297,43.54685306,47.28105451,51.47836078,55.93961445,61.33186519,65.14553811,70.10085536,75.62619686,83.00459594,89.43572067,97.57828838,103.3052592,108.3146797,
Venezuela,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1833333,238.5416667,288.8,406.1666667,658.675,1460.533333,5184.141667,,,,,,,,,
Antigua and Barbuda,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.96597197,73.69866646,75.16787189,76.69383801,78.30345144,79.70334909,80.83199044,85.14341231,84.67498732,87.5285559,90.55419897,93.61210601,94.60392423,95.63457871,96.56127153,96.08866417,98.42600929,99.61416667,101.04,101.6725,103.77,111.585,117.2391667,124.5066667,
"Anguilla, United Kingdom-British Overseas Territory",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.27724715,72.66592949,74.9980235,78.2664886,81.87240064,88.78211254,92.70957087,99.61751603,98.94085541,101.0225,105.795,107.285,107.4425,107.17,106.1275,105.573687,106.94,107.3425,108.2175,107.705,109.64,115.73,119.6725,119.09,
Bahamas,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07076812,96.04789855,97.94327662,98.65083333,100.1441667,102.0083333,101.655,103.1983333,105.5366667,108.1658333,108.2075,111.3508333,117.5925,121.1825,121.6783333,
Aruba,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.177,69.40408333,71.94175,73.76125,76.2675,79.01925,83.28041667,90.739,88.80133333,90.64675,94.55933333,95.15266667,92.89558333,93.28708333,93.72997645,92.85716667,91.90233333,95.23475,99.28933333,,,,,,
Barbados,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.14729899,72.38644612,75.66797529,77.04067133,78.40390849,77.5314377,78.52533501,82.18476061,85.20407594,88.69768984,,,102.9574958,113.0391667,112.5166667,
Dominica,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.32235085,81.46064384,82.64456677,84.62316846,86.04644621,87.94152568,91.1357565,96.93191937,96.93799077,99.8455162,100.975,102.345,102.2975,103.1151132,102.245,102.39,102.6933333,103.7091667,105.2695992,106.5541667,108.9291667,112.0716667,117.7725,120.8225,
Grenada,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.55333333,79.39166667,81.1025,82.97833333,85.8625,89.51333333,92.9675,100.4358333,100.1258333,103.5666667,106.7083333,109.2808333,109.23275,108.1583333,107.6008333,109.3766667,110.370308,111.2577982,111.9232865,111.0942342,112.4490417,115.3508333,118.4608333,119.7475,
Guadeloupe,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.21083333,96.63666667,98.4525,99.35166667,99.7025,100.0008333,99.90666667,,,,,,,,,
Guyana,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.87810348,78.81106111,88.42613228,95.59043703,98.41255443,102.0866667,107.1682711,109.7316667,111.817942,112.7713358,111.6416667,112.575,114.7191667,116.1908333,118.6160043,119.794261,125.8233333,133.5175,137.2841667,141.2708333,
Belize,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.04861812,97.29780796,97.79378136,98.96867551,98.11597722,98.76690527,99.90040701,100.1701208,100.3575084,100.4793772,103.7305247,110.2415789,115.081008,118.8666667,
Jamaica,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95,22.375,23.95833333,26.375,29.95,34.45833333,37.40833333,40.86666667,49.86666667,54.65,61.54166667,66.19166667,70.74166667,77.35,83.75,86.84166667,88.88333333,92.775,96.24166667,100,105.2267778,111.3959948,122.925,130.8833333,137.9666667,
Martinique,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.48333333,79.05,80.76666667,82.43333333,84.09166667,86.14166667,88.23583333,90.38916667,92.88333333,92.55833333,94.05916667,96.465,97.89333333,99.105,99.86083333,100,99.755,100.3166667,,,,,,,,
Sint Maarten (Dutch part),Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2142463,116.3131463,120.9833333,124.0425758,126.3829549,126.800053,126.9416667,129.7242408,,,,,,,,
"Montserrat, United Kingdom-British Overseas Territory",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1739455,74.00460371,74.8600224,77.18365062,79.24598731,80.77640911,82.96628095,87.03185268,89.45813114,91.33103148,94.68085106,99.19310688,100.0553689,99.6736941,98.5306533,98.28833333,99.46083333,100.7675,99.68833333,97.8002911,100.3516667,103.3425,102.2166667,105.355,
Curacao,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85,89.425,89.775,91.24166667,92.5,96.30833333,99.30833333,102.2833333,109.3166667,111.2333333,114.325,116.9916667,120.7166667,122.325,124.1583333,123.5666667,123.5083333,125.4666667,128.7083333,132.0833333,,,,,,
St. Kitts and Nevis,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.70026491,89.71943811,93.73966393,98.70814429,100.7394958,101.5966667,107.525,108.4025,109.6025,109.8741667,107.345,106.6075,107.3483333,106.235,105.8848897,104.6489536,105.9002295,108.7258333,112.5933333,113.8266667,
St. Lucia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.51669871,75.32372588,76.10276433,77.21414485,80.22416356,82.14603033,84.46509798,89.15252888,89.01261639,91.90583271,94.45108013,98.39690234,99.84192492,103.353321,102.3367368,99.18658925,99.29000325,101.2118794,101.7575,99.97083333,102.3808333,108.9108333,113.3441667,113.2191667,
St. Vincent and the Grenadines,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2950915,76.69219492,76.85016682,79.12496209,82.0790365,84.32855626,90.43069457,99.53366697,99.95324032,100.7,103.9083333,106.6083333,107.4666667,107.675,105.8083333,105.65,107.925,110.4333333,111.4416667,110.7416667,112.4833333,118.85,124.275,128.7833333,
Suriname,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9048889,36.61698955,38.97009959,44.68589972,44.62618298,47.72372303,56.17644369,58.98912138,60.1237394,62.15797365,66.44308443,103.2607842,125.975,,140.6333333,189.7,301.85,460.1583333,697.5416667,810.75,
Trinidad and Tobago,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.69524748,40.83766916,42.53245637,44.15341347,45.79660456,48.94490799,53.02182476,57.20757352,64.08984172,68.56208679,75.79483867,79.66578181,87.04305736,91.56913741,96.77431007,101.2851697,104.3953004,106.3583333,107.4416667,108.5166667,109.1666667,111.4146567,117.9083333,123.3666667,124.0166667,
Cayman Islands,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6272,98.89955,100.2104,101.40185,103.59275,104.9125,102.44965,101.809075,,,,,,,,,
British Virgin Islands,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9407917,106.049259,,,,,,,,,
Bahrain,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.10955234,83.7730799,86.08303604,88.92378619,91.27809075,92.96548257,95.55623857,96.88133442,98.90389638,99.8986916,97.58333333,96.99166667,100.5083333,100.5833333,101.5083333,
Cyprus,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19469549,77.69804877,79.87449159,83.18054903,85.08223693,87.26047946,89.27156067,91.389664,95.6566551,95.96876043,98.30084051,101.5343969,103.9601086,103.5449359,102.1419136,100,98.57083333,99.095,100.5175,100.7691667,100.1258333,102.575,111.1866667,115.1241667,117.1966667,
"Iran, Islamic Rep.",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.392458101,4.832402235,5.670391061,7.111266294,8.074953445,8.889664804,11.22705866,14.28719701,19.51674481,22.75780342,25.59904271,27.45380227,29.66243991,35.00586693,48.97577922,63.95949721,91.71089385,131.5945531,190.2583333,252.0083333,
Iraq,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5570164,104.1333333,104.325,104.7083333,104.5,105.1,111.45,117.0166667,122.1166667,107.1,
